Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.94047619,17.25468578,15.61201662,16.02094241,10.50937105,12.3126653,13.04904051,11.47849252,12.08913649,12.77530389,12.74111675,12.14185451,10.94725098,10.4015147,10.88742394,9.968899237,10.01264675,9.150986768,8.666090102,9.198120028,9.063082662,8.30904372,8.127657173,4.996351927,5.705010141,6.147999078,5.191418623,5.177446514,5.276181078,4.977944309,4.906447705,4.375986928,4.074876695,3.880639987,3.641742191,3.703647697,3.657270622,3.375429985,3.259178395,3.153993847,3.187929111,3.095793754,2.78458866,2.897919535,3.40631684,3.755483752
Mexico,NA,NA,NA,NA,13.14923077,12.09305921,11.74623494,10.92079019,10.44768473,12.12056306,12.00295918,10.94734513,11.53073806,11.47855556,11.13875455,10.61792852,10.5159708,10.26948224,9.182708605,6.318713984,6.359815394,5.37348336,5.935248646,6.422011309,6.539725443,6.807684938,6.416472205,6.478093925,6.45259845,6.667096379,6.496989749,5.99898081,5.100499868,4.616860562,4.424870707,4.868467241,4.450286752,4.15870216,3.68106669,3.323086312,3.403265348,3.278281855,3.387486496,3.339190436,3.073204185,3.07582586,3.181714703,3.160378717,3.241494141,3.219154476,3.088461554,3.173924967,3.138783695,3.132089402,3.191923657,3.34646442,3.381073882,3.383800383,3.394312977,3.79849642,3.843993581
"Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.15962441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.92089732,23.3730387,23.10819097,25.25381146,23.648261,24.07504893,23.04577026,23.22008501,23.17162858,21.95932333,22.42775047,22.33973951,24.98154114,26.20063988,25.03219941,24.74600438,26.36571736,28.10718576,26.41153743,24.90262197,26.20168922,27.16691366,27.62993541,22.51219919,22.51293364,22.49742592,22.48549735
Moldova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.27350971,27.48428291,25.96379378,25.76808685,24.8810986,25.40932153,22.42004068,21.02182945,18.3282016,17.58673826,16.3997955,14.49887608,9.982970241,8.810934172,8.49746275,11.1612572,11.3842526,10.4481727,11.55036191,12.22478554,11.50526773,11.398681119999999,11.47225795,10.27091935,10.17111871,8.691706477,10.38524775
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.74278822,18.0364148,18.41536439,17.20092907,16.40070327,18.66952831,16.41756811,16.62938028,15.51500748,12.47383664,11.81156982,25.557106310000002,25.70936523,27.48261385,32.54282457,38.47700456,32.23688385,32.43336876,31.69783307,27.42253062,22.96888751,18.91912528,18.439517210000002,20.02977653,19.79796049,17.64367084,18.42796539,19.21512478,17.86443807,11.7325632,10.30735682,11.25802456,13.41406247,13.34122109,14.07920318,12.62784369,11.13723327,11.42800452,11.55838286,12.9656563,13.19136534
Montenegro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.30187792,10.81120523,10.92378228,9.914987339,9.261922058,8.757659805,8.211403885,7.229072026,7.440486548,8.268183892,7.678082871,8.072945781,7.452450544,8.034662501,8.099835682,8.061185734,7.468238931,6.853890741,6.732237789,6.393841926,7.554892152,6.31341594
Morocco,NA,NA,NA,NA,23.44504021,21.0016488,21.7371562,22.42222893,19.33005033,19.93906398,21.86718786,21.25508674,20.82618193,20.65593321,17.89843729,19.25347058,16.38431704,18.91975197,17.91660622,15.12214362,10.6848451,12.91555411,12.62338381,12.12317088,13.29093273,15.70511066,11.76451577,14.20341997,14.35190177,15.09517541,17.49943674,14.04275721,13.06940743,17.25950772,13.49264985,18.4399801,14.63418013,16.11248841,13.86554305,11.87727963,13.19196193,13.20052173,13.92310593,13.16090455,11.81602994,13.60248084,10.86312603,11.95912179,13.02861922,12.94352454,13.11998751,12.3295604,13.38956681,11.6606655,12.62806822,11.99669571,12.36250582,12.21673615,12.14592915,11.68228974,12.64626005
Mozambique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.43706698,30.12613908,33.43927803,30.52225026,31.64925725,30.93726224,30.26429777,27.22315221,22.93655129,19.09520491,18.24848986,22.79995592,22.70563355,22.38418555,22.76743048,23.9025048,23.76611914,26.41548795,27.47564948,26.84576597,25.75152927,24.91451109,23.50395072,23.93493466,22.9161876,22.85457446,25.04368115,24.56767288,24.21143333,25.57742107,NA
Myanmar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.14009071,55.51115763,52.26817177,49.29324203,47.3152234,45.08621267,43.57277272,41.62798873,39.1116132,37.43048956,34.50935341,31.49482836,30.02932025,28.63165633,27.27221848,26.73441801,24.91762469,23.0027856,21.35405077,20.93377792,23.45938325
Namibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.023447972,8.741123764,8.458458789,8.058677306,7.933240462,7.391950558,7.747895316,9.134995318,9.165039756,8.457990069,9.055374716,9.973326526,7.083253148,7.420324401,10.12916002,9.447366191,9.329859553,8.510223824,8.588564582,8.766234059,10.73102477,9.67546592,10.03914318,10.21534323,8.939778917,10.36848875,9.646471039,8.440713665,7.531686571,8.148144593,8.455369441,8.113627203,8.0544752,7.821464901,8.138935754,6.650426796,6.720117635,7.676156215,7.768297709,7.083256598,9.186009796,9.396955441
Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,NA,NA,NA,NA,64.58407648,68.69300568,66.23538322,67.39160414,66.42454686,66.86815807,66.83821697,67.84646088,65.33252722,68.41817725,69.00609461,66.08600762,60.12152894,58.8688401,60.1620533,57.89902179,56.79862201,57.16728978,56.52251303,57.29880913,48.85802602,48.69715024,47.95033196,47.79210985,47.68956749,48.80289317,44.72338673,42.66526274,39.89594836,40.44170782,39.04140527,38.92765745,38.78073387,37.39300969,38.70148172,38.24389704,35.24767001,36.15029503,35.10587509,34.67635711,33.82489668,32.36648504,31.16441132,30.30571637,31.32265206,33.17937849,30.80547966,30.07605696,28.62265753,27.46189536,26.51850843,25.51787537,23.69954846,22.334672050000002,21.58337276,22.18009019,21.31988975
Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,5.626855824,5.167846008,4.802123115,4.747133435,4.676096782,4.040594865,4.326493513,4.320509801,3.659232367,3.532125412,3.497880749,3.445031119,3.866973334,3.9743369,3.802038234,3.778285498,3.799388798,3.923024677,3.876693456,3.829645567,4.144414021,4.012240476,3.900485208,3.638320996,3.185939402,3.212751886,3.104261304,2.877330432,2.967922698,2.556968767,2.3296675,2.298636968,2.224615621,2.077675366,2.059827226,1.866287791,1.857926275,1.945954638,1.817110002,1.635048316,1.553192647,1.778509263,1.578974074,1.659504476,1.790864893,1.73834058,1.724327834,1.766532032,1.855594964,1.650673719,1.635805696,1.5823121,1.571012142
New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.624209765,3.618932231,3.619411408,3.702684015,3.876145882,3.547264732,3.483644507,3.674912874,2.21645365,2.163765221,2.18957397,2.360202937,1.890358715,1.74345821,1.786860543,1.548692485,1.727125863,1.272001751,1.387632776,1.416649322,1.344741391,1.368228301,1.644436914,1.713291467,1.772455341,1.913341037,1.926708117,2.01198502,NA,1.793240557,NA,NA
New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.40773158,13.16056911,11.90088034,8.239366963,9.922725676,10.78487539,9.454708176,8.956570784,11.41766525,9.960142822,8.52086743,7.179456266,7.434642732,8.31159507,7.303778317,5.949648853,6.095541792,6.510115916,6.768447151,5.988676816,6.888517383,6.717303887,7.326041975,6.507726269,6.450808429,6.437127229,6.077374422,5.946117986,6.275777407,7.75290181,7.981384797,5.852893528,5.729332466,5.365588545,4.517697024,4.983605032,6.068365538,5.012512803,5.75069349,6.587915925,6.284238939,5.517520426,7.03371665,4.776857461,4.471293178,5.551643928,5.912917291,5.662576267,5.653353582,NA,NA
Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.01922159,20.08038646,21.40552975,19.95677134,19.19095088,17.00021697,17.76550514,16.81332947,16.43011199,15.62590256,15.96882227,16.13789807,15.89993016,16.4608723,16.26225684,16.06779982,16.98181799,18.88476243,17.61211965,16.49099547,16.70833293,16.1101157,14.91501889,14.99617408,15.32185855,15.24823715,15.56000759,15.48477028
Niger,73.88716501,75.99760963,72.94795443,74.3240386,67.70391961,66.87473439,70.70632571,69.16820718,66.41938091,64.87511187,65.46078092,62.46013645,60.27145111,63.79496479,50.31146282,47.02771859,51.78719519,52.68034939,48.68450092,43.05660591,45.65180487,44.29864469,41.58055549,35.7713392,36.7428931,34.72853994,35.210848,35.35041061,34.07162501,29.44224837,31.58085187,33.15940978,34.07709255,31.16929417,30.73058097,32.32870033,30.23252473,35.41378097,35.00259458,36.57556007,40.18192773,41.36693517,41.1955263,37.37172856,39.28052013,39.74507858,37.09450644,38.77500623,34.78481027,35.82138796,33.64676428,33.68099382,32.23501073,33.42904423,32.41699527,35.26295821,35.81687722,37.66166253,36.91488244,38.38472532,36.37185669
Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.24040925,13.50269014,14.99073289,18.30836066,18.22763997,18.02042516,20.55210632,23.37164885,21.27559734,21.55626328,20.88528311,20.32115887,23.49113048,25.17384878,25.48650645,26.1991592,27.41665114,27.90837138,26.028485710000002,21.3572413,24.47535466,36.96508267,33.82706055,27.2304536,26.08928283,24.73499126,24.66257721,25.27975078,26.74885451,23.89370409,22.23471099,21.85995862,20.75862283,19.99025477,20.63189348,20.98310971,20.84657143,21.20377372,21.90629593,24.14330587,23.35705876
North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.161842105,10.84297521,14.48441077,10.02339755,10.57674851,10.61094145,10.667681,10.43231285,10.86171647,10.51768312,10.09628146,9.745119714,10.17012077,11.53877645,11.55399486,9.736194549,8.989368056,8.932416885,11.44351515,10.37016849,10.12060481,9.350992921,9.104719704,10.02747609,10.17756728,9.726918494,9.172908313,7.873245042,8.47039847,8.132291394,8.61721736,7.619887755
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.101059762,5.074977891,4.587188052,4.445539068,4.393565591,4.115822612,4.403958821,4.434578763,4.228990356,3.78009938,3.626063925,3.619323147,3.418784394,2.959589198,3.070963462,2.859520414,3.128646378,3.196534751,3.085904795,2.905162742,2.984023684,2.910692114,2.62774369,2.609422492,2.603642491,2.589556221,2.227137916,2.061787022,2.264227831,2.05184686,1.82301532,1.588691727,1.520730596,1.308039428,1.386467903,1.403426254,1.404447108,1.239866172,1.128000951,1.300319006,1.568602331,1.344656733,1.127948792,1.31530621,1.442842524,1.537557599,2.092314505,1.97646282,1.862995582,1.844122213,1.805389927,1.588076061
Oman,74.23312883,61.19402985,60.28037383,60.18099548,60.61946903,58.67768595,36.8556701,19.18678526,16.1,15.54307116,13.42925659,12.07386364,9.858323495,3.236587511,2.789285113,2.06943345,2.54541587,3.243528448,3.125242342,2.545859349,2.476767739,2.533149286,2.93806354,2.921001674,2.772071031,3.427815583,3.50935618,3.833152427,3.24952825,2.586302833,2.632544487,2.335052946,2.396119577,2.532562962,2.775527124,2.504128151,2.619262665,3.206996927,2.952894164,2.242058668,2.334386044,2.320375202,2.206562297,1.936874874,1.616481323,1.401871892,1.377368456,1.116243337,1.476561082,1.24729892,1.100416809,1.015510865,1.142265561,1.112707195,1.729760807,1.985322117,1.984599252,1.849420191,1.994719339,2.564688137,2.379181354
Pakistan,41.72742569,40.02923264,38.84001451,38.3240539,36.96830175,33.83689668,35.053170540000004,36.54167537,33.95003507,33.43176059,31.96629324,32.80229729,32.45866177,31.87668838,30.16018636,29.40842564,29.361327030000002,28.6768292,27.77980145,26.54550579,27.46229277,28.44776792,27.27320129,24.90459788,25.68912459,25.03265103,23.63545213,23.15332349,23.91363374,23.06707339,22.84244562,23.31001292,22.19793997,22.75282452,23.42187937,23.19579581,24.48425079,25.30313827,25.16928551,25.61725958,24.19827461,23.06293464,22.8647397,23.08295419,22.96041898,21.60797745,21.80047244,22.50026603,22.71733001,23.28158964,25.12918271,23.71024867,23.83211646,23.74454012,23.81706316,22.3283302,21.96320354,21.65123536,20.67787132,21.86300419,22.96446566
Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.924332268,3.717531112,3.685573849,3.74108878,3.756367057,3.702385209,4.132030789,3.612409797,3.963811484,3.908164767,3.814824973,3.758599693,3.6594541,3.73684182,3.342039427,2.918015801,3.117666778,3.540133193,3.512469266,3.464624362,3.298409003,NA
Panama,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82753568,10.57112552,10.01956064,9.478755648,8.271748451,8.282838271,8.76046808,9.440934047,8.72367662,8.056248967,7.403760363,7.252131985,6.760746823,7.234276821,6.757089492,6.864776062,7.337061854,7.419783744,7.960473359,8.503860238,8.074135289,7.656276249,6.919693263,6.59005946,6.460789927,6.485933604,6.435148028,6.315491537,6.427343736,6.021101523,6.293273429,6.732166037,6.682700145,6.867910699,6.438375573,6.015579606,5.750459096,4.846923205,4.495170169,3.793243436,3.612396776,3.229235879,3.047509508,2.944517931,2.849876335,2.786008973,2.600517927,2.384704199,2.248462473,2.18692144,2.769708163,2.598862809
Papua New Guinea,49.03934126,47.38421955,44.03409091,42.55319149,41.58802473,41.33486107,41.96246401,42.89011014,41.81228842,37.17903588,34.48549068,32.38043469,28.20596917,27.99570576,29.70183345,31.70365691,32.98421255,36.02722138,33.86009838,33.11865816,33.39280276,32.426252,32.67678413,37.36757042,33.76511143,32.18909147,29.86371194,29.14734551,28.11504744,28.9740589,25.97903262,24.47312337,27.56672351,32.363524580000004,33.81277544,31.64525292,35.03305271,33.69214209,34.25726649,33.96639208,34.41128094,37.99064819,38.34858793,35.96866281,NA,20.40323706,19.60859082,20.17487216,21.64346778,19.6083871,19.19971137,19.27395077,19.26001935,17.69194428,17.45693017,17.86634043,17.64956891,16.97383552,16.97614335,NA,NA
Paraguay,NA,37.00272839,38.19771769,37.57482702,36.70829457,35.68362236,32.89624176,32.49110757,32.55389269,32.06577595,33.1983854,34.46371996,37.70179453,35.29720207,36.90630596,34.55007498,34.11263524,32.06745168,31.39572697,29.46459955,27.76732812,25.86630305,24.78703796,26.41778814,25.54799016,22.70748415,21.63662644,22.58074644,21.11036742,18.60193589,16.0012444,14.94895785,16.71891273,18.16377248,18.4437831,18.36501195,16.42797372,14.80093731,14.00455833,12.85665776,11.37331719,11.00964326,13.00894327,13.93335049,12.71395283,11.7935958,12.70973478,13.70283196,10.24980165,13.320778,14.12502044,10.37131368,13.18518553,12.09856596,9.773175311,11.04138737,10.5267434,10.25270136,9.995011242,11.08346079,10.11400209
Peru,19.15635254,18.16816283,17.08367166,16.50746863,16.07628123,16.15678714,16.83248019,16.70975155,16.00105363,16.71561985,15.96055655,15.02058831,14.87420686,14.61005359,14.83788831,13.9689829,27.94337556,11.65864721,9.774950136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86239612,7.818050407,8.291640497,8.41558547,8.038216243,8.504048493,8.048158549,8.378335158,8.264501734,8.069374917,7.893626696,7.523963236,7.312919344,6.934433062,6.854264623,6.60348433,6.705808385,7.160941146,7.403906656,6.827997236,7.100110137,6.725234241,6.668310165,6.804247414,7.04564406,6.935034617,6.77975956,6.885842851,6.853031035,7.70251043,NA
Philippines,23.64538166,23.80502357,24.40456161,23.75972784,24.26698616,24.24955486,24.43063987,26.12838646,26.79085744,26.35887827,27.05289607,26.21745069,27.19911785,27.63000311,26.94469022,25.91656233,25.38149293,24.91105774,24.18173258,22.03158341,21.80806218,20.42304853,19.52398096,21.68529695,21.59446502,21.02938391,21.07943536,20.1104545,19.86511011,19.15984289,18.33846147,19.10732173,18.9079535,19.26003585,18.92514588,18.0136454,16.44910207,14.74667331,15.19435542,13.94109439,13.3028093,13.44841341,13.15094766,13.98440369,13.517547,13.36124911,13.60650762,14.51607476,14.54021332,13.74886505,14.09573515,13.09580701,12.4734251,12.27168162,10.99649915,10.20512553,10.18295413,9.650140358,8.820323747,10.18531103,10.06845672
Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.577580711,5.165583461,4.502068575,3.876607429,3.25278342,3.126724321,3.253415017,2.725759467,2.609803199,3.292604901,2.918942384,2.691992284,3.045537377,2.592622267,2.558918387,2.857737254,3.085064312,2.914363433,3.091167676,2.848161922,2.374644109,2.537232618,2.872298457,2.338426296,2.316720006,2.502174795,2.370282897
Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.800441728,4.590746117,3.831063444,3.541716439,3.289172486,3.109748284,2.960749574,2.722890862,2.651180796,2.60214118,2.303493354,2.253137515,1.99815594,1.963771852,1.950626212,1.937081961,1.834016028,1.924107699,2.095482699,2.076111165,2.099443926,2.065810984,2.095868576,2.036529883,2.088548542,2.105402639,2.192753181
Puerto Rico,NA,NA,8.994686322,7.453802762,6.153045289,5.393471061,4.812183316,4.27987924,3.490483556,3.171986414,3.125664093,2.964180189,2.600536959,3.720331043,3.303123818,3.183328502,2.67785973,2.94312584,2.723137255,2.634368008,2.298238247,2.314455805,2.265492053,1.798294595,1.759063935,1.693829427,1.711493478,1.516724905,1.524437879,1.418445788,1.391580415,1.212806194,1.113956233,0.930194356,0.746588339,0.828612883,0.967065023,0.807411845,0.580729932,0.660110402,0.587789921,0.533623741,0.563162692,0.626600481,0.594971397,0.590822137,0.480571207,0.55394391,0.588365897,0.835524637,0.792213784,0.803821797,0.826451928,0.846398779,0.826985117,0.805660904,0.818676005,0.708149616,0.685891192,0.618005145,NA
Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372799554,0.37593985,0.256795869,0.234640393,0.181799294,0.133258478,0.121835107,0.109942375,0.124647567,0.123319456,0.117906612,0.096606041,0.094196462,0.096022952,0.117168463,0.161318389,0.18387227,0.214741537,0.218257646,0.230041116,0.338750394,0.298507449
Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.80906866,18.87109215,19.03901015,20.99142535,19.88540057,18.16282553,17.5390992,17.51051957,14.37943995,12.64911186,10.85391805,13.1496004,11.34243769,11.91438409,12.70551146,8.486104289,7.820806587,5.501500971,6.30189321,6.116432948,4.996986838,6.253288886,4.684393741,5.382162686,4.712649874,4.186788615,4.069612815,4.313298225,4.331834131,4.123626547,3.967406224,4.349701447
Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.60209424,15.46103695,13.77189846,7.263364019,7.557203778,6.109561032,6.692231083,6.549375242,5.869762144,5.103393148,6.580647609,5.751715628,5.875721568,5.565713753,5.502946052,4.904441948,4.255916006,3.861312471,3.778901706,3.753341188,4.084448697,3.343898249,3.150725721,2.926030878,2.993600488,3.360605488,3.873104487,3.840217285,3.55363209,3.394253381,3.530302914,4.002044945,3.802969241
Rwanda,NA,NA,NA,NA,74.7917036,74.86692042,65.8510862,65.28338284,65.79065748,61.61891646,61.1785886,59.55947346,61.0245943,59.13528282,49.21356729,49.21609962,46.46098263,42.41825691,49.0381619,45.84683654,40.73711832,39.78374881,38.20267386,40.83752643,41.83583629,37.52634621,37.7091067,39.22077183,40.30891083,32.54599393,32.13270694,33.23761507,33.73489259,49.75874611,44.00044946,47.18929222,45.96095226,45.51746118,31.5660505,31.20395468,31.81183897,30.21264158,33.05208724,33.91127095,33.79264009,30.04046685,26.08249563,24.79239973,25.36977282,24.32665024,23.84882655,24.77804233,24.93241614,24.70033612,23.99261646,25.16484074,26.34545557,24.61187117,23.54579702,26.63087486,24.06210502
Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.08274746,17.77812658,18.13490209,20.16169151,18.41417421,15.98403917,15.07635726,13.2281386,11.99225664,10.98887593,11.74037024,12.48657133,10.98600298,10.66498888,10.02986068,11.23740355,10.4090321,8.836997151,9.148240456,9.712032748,9.447799256,8.710141037,9.125971724,10.51932896,9.746916002,9.728701553,10.2496617,10.54838963
San Marino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020057836,0.013621986,0.020478236,0.016408544,0.015279745,0.014100787,NA
Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1341755,10.64688066,10.3442664,9.864626461,8.723964732,8.765243075,9.42166267,9.477674521,10.81444988,11.26200842,11.30013216,11.50249485,12.03395966,11.37588673,11.94616949,11.39767885,10.87890247,11.11538307,12.28981199,13.991797,14.94635407
Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,4.934996099,4.919251112,4.235938061,3.300550701,2.816083619,2.198382532,0.835524749,0.928707291,0.791361056,1.172370597,1.537354319,1.223871473,0.986333581,1.003421235,1.593653067,2.160712922,2.756440179,3.664186633,4.925465356,5.705894032,6.321869342,6.34338994,5.707276319,5.432814265,5.606803839,6.069505427,6.149576888,5.886147938,5.41274054,5.373843211,6.159247821,5.67955272,4.921114187,5.171189279,5.077288804,4.504559007,3.901150162,3.220807175,2.948570303,2.770189776,2.316874267,2.854088473,2.64027636,2.171427783,2.079346435,2.157306454,2.226975025,2.619388553,2.685631524,2.528473058,2.138785646,2.196855588,2.541905099,2.311474089
Senegal,23.68080626,22.54462733,23.29377695,23.72780335,24.98596676,25.54105973,23.38996241,25.46277182,23.07162909,23.71914204,20.64979506,24.26832184,22.26364875,23.48955479,29.77939452,29.75666326,26.99630651,20.79958183,23.62593011,18.51957652,20.663623050000002,21.19901185,17.02754186,18.42825824,21.32741123,22.02123092,22.62280867,19.2870748,21.17534677,18.46614165,18.69641193,17.14343299,19.1653614,17.74000795,19.47016467,18.3370626,18.19140422,17.83192777,17.37601174,16.4392452,16.25243231,13.38078013,15.49109984,14.20179954,15.18039641,13.39515159,12.24591057,14.68662702,16.10773362,15.94526154,12.94706104,14.09769235,13.72488038,13.36876508,14.28257673,14.41402039,14.98203382,14.98824785,14.89957308,16.21585473,15.32368028
Serbia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.41538312,17.75206614,16.80955634,16.53547946,18.4179718,17.07003378,14.65274338,9.767147703,8.085460539,8.530454663,6.739387841,6.817562637,6.119036075,7.44473842,7.201488925,6.602459074,7.44515092,6.434658119,7.414216373,7.06588326,6.713852384,6.811151268,6.014153757,6.342783371,5.954416345,6.342971286,6.53011447
Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.621849314,9.164639092,8.406186954,7.296190594,6.837243869,7.820486608,6.397028477,7.744989425,6.450706863,5.751514649,6.013163532,5.294084988,4.73164102,4.294015107,4.809109857,4.777536488,3.82676031,4.174132595,4.131088883,4.173381265,3.895688345,3.491659599,2.630181489,3.10068203,2.829248854,2.825866279,2.885621599,2.636895547,3.457136596,3.254551734,2.980658674,2.746664742,2.568828031,2.256942686,2.260877403,2.221376932,2.044812859,2.667339015,2.330459364,2.269725501,2.234425775,2.747987091,2.60511622,2.647322637,2.472223536,2.243015759
Sierra Leone,NA,NA,NA,34.83705024,31.04791586,30.96569724,34.22406968,32.43194476,26.76356162,25.99386478,28.47093713,29.67782653,29.46220979,32.22527413,35.66807667,38.61644228,36.38148525,31.97070148,30.01938126,30.37646041,29.3298251,33.59301963,36.56521507,38.57849423,42.79258452,34.73005578,42.46344301,43.31348188,42.50861916,44.02862196,36.7450502,35.88728794,40.30245175,37.39516068,39.95456184,45.21014645,57.39560378,59.40206996,59.86649046,55.01416209,45.13635404,46.21424623,46.35657463,48.48605626,49.39145138,50.29408713,52.17604718,53.65350832,55.26088268,52.94268026,54.59346587,50.59211664,47.98330898,51.79252867,58.6518937,58.20874133,60.6110904,58.93440965,58.15447245,59.48739589,NA
